Tipo;Carimbo de Data/Hora;Tempo Total;Elemento;Chegando;Saindo
service;10/11/2025, 08:15:22.943;5.97s;162;2025-11-10 08:15:22.943;2025-11-10 08:15:28.911
service;10/11/2025, 08:15:29.746;15.82s;163;2025-11-10 08:15:29.746;2025-11-10 08:15:45.562
service;10/11/2025, 08:15:46.217;8.48s;164;2025-11-10 08:15:46.217;2025-11-10 08:15:54.701
service;10/11/2025, 08:15:55.977;5.15s;165;2025-11-10 08:15:55.977;2025-11-10 08:16:01.125
service;10/11/2025, 08:16:02.305;4.27s;166;2025-11-10 08:16:02.305;2025-11-10 08:16:06.574
service;10/11/2025, 08:16:06.922;9.10s;167;2025-11-10 08:16:06.922;2025-11-10 08:16:16.021
service;10/11/2025, 08:16:17.444;11.89s;168;2025-11-10 08:16:17.444;2025-11-10 08:16:29.333
service;10/11/2025, 08:16:30.053;8.62s;169;2025-11-10 08:16:30.053;2025-11-10 08:16:38.670
service;10/11/2025, 08:16:39.312;14.23s;170;2025-11-10 08:16:39.312;2025-11-10 08:16:53.539
service;10/11/2025, 08:16:54.175;18.27s;171;2025-11-10 08:16:54.175;2025-11-10 08:17:12.445
service;10/11/2025, 08:17:12.990;12.63s;172;2025-11-10 08:17:12.990;2025-11-10 08:17:25.619
service;10/11/2025, 08:17:26.255;5.47s;173;2025-11-10 08:17:26.255;2025-11-10 08:17:31.721
service;10/11/2025, 08:17:32.364;7.25s;174;2025-11-10 08:17:32.364;2025-11-10 08:17:39.610
service;10/11/2025, 08:17:40.140;4.24s;175;2025-11-10 08:17:40.140;2025-11-10 08:17:44.377
service;10/11/2025, 08:17:44.919;3.94s;176;2025-11-10 08:17:44.919;2025-11-10 08:17:48.864
service;10/11/2025, 08:17:49.835;3.59s;177;2025-11-10 08:17:49.835;2025-11-10 08:17:53.426
service;10/11/2025, 08:17:55.308;5.10s;178;2025-11-10 08:17:55.308;2025-11-10 08:18:00.410
service;10/11/2025, 08:18:01.489;7.55s;179;2025-11-10 08:18:01.489;2025-11-10 08:18:09.037
service;10/11/2025, 08:18:09.490;5.54s;180;2025-11-10 08:18:09.490;2025-11-10 08:18:15.034
service;10/11/2025, 08:18:15.529;7.19s;181;2025-11-10 08:18:15.529;2025-11-10 08:18:22.723
service;10/11/2025, 08:18:27.778;8.42s;182;2025-11-10 08:18:27.778;2025-11-10 08:18:36.199
service;10/11/2025, 08:18:37.047;9.02s;183;2025-11-10 08:18:37.047;2025-11-10 08:18:46.067
service;10/11/2025, 08:18:46.462;6.08s;184;2025-11-10 08:18:46.462;2025-11-10 08:18:52.544
service;10/11/2025, 08:18:53.074;15.07s;185;2025-11-10 08:18:53.074;2025-11-10 08:19:08.149
service;10/11/2025, 08:19:08.699;9.65s;186;2025-11-10 08:19:08.699;2025-11-10 08:19:18.349
service;10/11/2025, 08:19:18.789;9.45s;187;2025-11-10 08:19:18.789;2025-11-10 08:19:28.236
service;10/11/2025, 08:19:29.027;5.58s;188;2025-11-10 08:19:29.027;2025-11-10 08:19:34.611
service;10/11/2025, 08:19:35.216;10.30s;189;2025-11-10 08:19:35.216;2025-11-10 08:19:45.519
service;10/11/2025, 08:19:46.103;9.12s;190;2025-11-10 08:19:46.103;2025-11-10 08:19:55.222
service;10/11/2025, 08:19:55.622;15.70s;191;2025-11-10 08:19:55.622;2025-11-10 08:20:11.320
service;10/11/2025, 08:20:11.905;16.54s;192;2025-11-10 08:20:11.905;2025-11-10 08:20:28.441
service;10/11/2025, 08:20:28.965;9.32s;193;2025-11-10 08:20:28.965;2025-11-10 08:20:38.282
service;10/11/2025, 08:20:38.721;16.76s;194;2025-11-10 08:20:38.721;2025-11-10 08:20:55.481
service;10/11/2025, 08:20:55.838;21.66s;195;2025-11-10 08:20:55.838;2025-11-10 08:21:17.498
service;10/11/2025, 08:21:18.060;13.77s;196;2025-11-10 08:21:18.060;2025-11-10 08:21:31.829
service;10/11/2025, 08:21:32.260;8.41s;197;2025-11-10 08:21:32.260;2025-11-10 08:21:40.674
service;10/11/2025, 08:21:41.078;12.05s;198;2025-11-10 08:21:41.078;2025-11-10 08:21:53.133
service;10/11/2025, 08:21:53.887;9.94s;199;2025-11-10 08:21:53.887;2025-11-10 08:22:03.827
service;10/11/2025, 08:22:04.279;11.92s;200;2025-11-10 08:22:04.279;2025-11-10 08:22:16.199
service;10/11/2025, 08:22:16.517;10.11s;201;2025-11-10 08:22:16.517;2025-11-10 08:22:26.626
service;10/11/2025, 08:22:26.884;4.86s;202;2025-11-10 08:22:26.884;2025-11-10 08:22:31.741
